Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images,cluster
Homemade Chicken Noodle Soup,277.5,11.1,28.3,14.8,2.3,712.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/28/Kw96PfKjSEy6yNw2SKI3_Chicken-Noodle-Soup-1.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/28/voopGvpbRWCSHIcAey2G_Chicken-Noodle-Soup-5.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/28/oBdCGtMdSNeeKYHYOKjN_Chicken-Noodle-Soup-6.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/28/picieSxwX.jpg""
)",0
Pear Bread,929.2,35.4,140.3,14.0,73.3,1048.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/22/picsJJHI8.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/2422/7RAvZPQZRnmUfdzaX52C_BB599FCC-3B72-416E-B786-4A26E71E7113.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/22/piczJdEzv.jpg"")",5
Easy Dill Pickles,197.8,1.3,44.5,7.8,20.4,9464.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/69/92/picFvGTdY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/69/92/pic0nDyyD.jpg"")",0
Beef and Salsa Burritos,757.9,38.8,57.4,45.3,5.1,1732.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/32/5/d3xI4EFjQPeeejmCIgnU_228B76BC-FB55-4A79-A216-0E4C95191DA5.jpeg""",5
Zucchini Parmesan,438.3,46.4,6.6,2.9,3.4,346.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/26/picRvN0Sa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/91/26/picOQPFKW.jpg"")",0
Buttertart Squares,294.2,12.0,44.8,3.7,32.6,127.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/21/41/picFoXTBA.jpg""",0
Hush Puppies,440.2,44.6,9.9,1.8,0.6,168.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/82/0/QXmtwL7XSHyV8jteyfGL_Hush%20Puppies_0281.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/82/0/hD8MerOdQAaOO38jYCCb_Hush%20Puppies_0272.JPG"")",0
Taco Rice,566.9,24.3,56.3,28.6,3.3,293.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/32/picmHlvXI.jpg""",5
Marvelous Broccoli Salad!,199.3,11.4,17.1,9.0,10.9,240.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/48/1/picMTewLK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/48/1/pic8FfEKM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/48/1/picAp2haC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/48/1/picI5qWH3.jpg"")",0
Chicken Tortilla Avocado Soup,734.3,36.8,54.6,48.7,5.8,1923.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/88/3/pic1JklHK.jpg""",5
Zesty Chicken Stir-Fry,254.7,9.9,14.4,26.2,10.5,1139.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picthK2Yu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picmLLr9o.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/piccbRDQH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picHiRE2W.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picEMOEUm.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picgGqB4H.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picOj3VgI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/49/picFLhFGI.jpg"")",0
Old Fashioned Rice Pudding,897.6,20.4,157.1,19.9,46.8,231.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/48/2/picRxgVmD.jpg""",5
Easy Garlic Chicken Breasts,387.0,30.1,3.9,25.4,0.6,138.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/5/picaSHBRu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/5/picWBCvqF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/5/picsVgI8G.jpg"")",0
Simple Italian Baked Lasagna,414.4,21.9,25.4,27.6,1.4,627.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/80/6/NhY0bSllQjqZvpFDp44v_20140907_085511.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/10806/PTFVPsOhS9KKIHcTIbiA_1488662083913-589265921.jpg"")",0
Reese's Peanut Butter Cups,655.5,39.6,74.3,9.5,61.5,337.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/IKiKynptQUuiVD7Xu5n0_resses-peanut-butter-bars-3732.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/2m2vzBpaSHyPNoTuBxdi_resses-peanut-butter-bars-3738.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/nWqGWtRPyJC8Gz8i0czw_resses-peanut-butter-bars-3736.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/pictAb99q.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/picgXoAfM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/picUwjBUr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/67/picVGUHC3.jpg"")",0
Perruso's Spaghetti and Meatballs,429.8,22.8,31.1,28.6,15.5,1266.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/82/9/picoGYhBI.jpg""",0
Banana Bread,385.9,17.6,53.8,5.2,30.7,243.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/picVVoQsx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/picFQlD1P.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/picZG6Za1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/piclUzjRJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/pic9K9vSy.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/picPZkVxc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/picbRGEr0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/1/picIyVGsb.jpg"")",0
Fried Cornbread II,72.4,1.4,12.2,3.1,1.5,231.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/02/pichNkNiK.jpg""",0
Lamb and Vegetable Casserole,709.2,44.9,43.8,34.7,9.9,151.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/02/8/picAxd9Tu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/02/8/pic8WzxMv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/02/8/picSjN2RV.jpg"")",5
Rice Verde for One or Two,340.2,15.7,37.9,11.1,0.7,191.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/73/2/picUmx68W.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/73/2/picXbTZuz.jpg"")",0
Blueberry Dessert,335.8,6.8,67.6,3.3,46.7,236.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/45/9/picPuf7ee.jpg""",0
Roasted Garlic,2149.0,23.2,408.5,69.5,2.1,4682.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/70/picqIGkhA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/70/picqNbSC0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/70/picqkxDNL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/70/pic7ih2ey.jpg"")",2
Just Another Chocolate Cake,247.4,7.7,42.2,3.8,25.9,183.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/70/picKQwgy7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/70/picvIpB8A.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/83/70/picZndi3m.jpg"")",0
Boneless Chicken Breasts With Stuffing Mix,651.0,31.0,44.4,45.9,4.7,1765.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/0FMxnvBHS9SwUgLwcnzE_chicken-breasts-stuffing-mix-casserole-01243.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/OiU9wvHqQCOPhcmapScw_chicken-breasts-stuffing-mix-casserole-01236.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/0LFcH97zSTqnw1aYnfGF_chicken-breasts-stuffing-mix-casserole-01220.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/g4xhuIzRcqR5X10e6xJX_812428978779371.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/pictnLmYJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/picJhzjpV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/pic86LhXc.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/36/9/picxBJ7Vk.jpg"")",5
Oreo Cookie Dessert,1249.0,73.3,137.9,16.4,105.3,1056.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/76/7/bqoxZVYsTQie5JQ7njgO_oreo%20cake.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/76/7/d20yX9jRIaKblZEfQQhZ_oreo%20cake.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/76/7/EZQ0ampkR9CNNOmMjC8v_DSC_0662.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/76/7/piciExira.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/76/7/pictMZVVD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/76/7/pic9k6t1w.jpg"")",5
Amaretto Peach Cheesecake,441.4,28.8,39.8,8.0,29.9,289.8,"""https://img.sndimg.com/food/image/upload/v1/img/feed/6793/LEDCj4GSxWMZS51L8FVQ_IMG_1682.jpg""",0
Brownie Cookies,67.1,4.9,6.0,1.0,4.3,47.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/49/picrpWQnG.jpg""",0
Meringue Tarts With Strawberries,105.0,0.0,25.2,1.4,25.1,79.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/78/19/picGf15vx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/78/19/picL0MfFM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/78/19/picCUg38D.jpg"")",0
Banana Bread,3196.7,122.2,495.1,42.9,263.0,2815.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/44/picgayvQC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/92/44/picFwTH7l.jpg"")",2
Cashew Chicken,1079.2,60.0,78.5,59.6,25.8,1774.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/66/9/picyP1OSd.jpg""",5
Chicken Casserole,675.8,36.5,51.5,37.6,8.1,1566.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picMo5aVa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picaAZoiq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picKh6UIj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/93/picO2c5FQ.jpg"")",5
Flying Angels,426.5,38.9,3.9,14.5,1.5,1096.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/47/picNZrqC8.jpg""",0
Pork Piccata,592.0,26.0,4.0,81.2,1.1,513.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/89/67/picX8LUFi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/89/67/picCyeo4A.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/89/67/picLuvW9l.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/89/67/pico1JDAH.jpg"")",5
Dump Cake IIi,506.5,34.4,48.2,5.5,27.2,496.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/39/picNiWa3m.jpg""",0
French Vanilla Ice Cream,2546.1,194.6,176.4,30.3,151.7,444.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/pics7yZ3I.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/L9C8mIDqQ6KnyjV23xIv_French%20Vanilla%20Ice%20Cream.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/picEkxKHH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/piceKa5F5.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/picaaKDcH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/pic6NhqWU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/picDsBswx.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/picGeQ9ya.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/picAzQZqR.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/90/picDnUZU9.jpg"")",2
Zucchini Patties,124.0,5.5,10.5,8.7,3.7,666.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/6/1EuPOwJ6S0WBBSDftsaK_Veggie Patties_0198.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/6/piccuWcUj.jpg"")",0
Parmesan Crusted & Baked Salmon,512.8,13.6,39.0,54.8,3.4,604.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/RWlo0sdxTJGKX3cpohhd_baked-salmon_138.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/SUWJECmS6GyF1csiJnhw_baked-salmon_134.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/iDg0I5STEehxhG1ud9Nq_baked-salmon_129.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picFHfe0R.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/01490151013.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/wuHNFiUZS5qdjnsW3Riq-photo-48-.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picBwjoXZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picK3IWxR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picoOSPkq.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picfHOxcT.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/pic6leggE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picVUqPSp.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picVaOW8V.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/picIt0iwf.jpg""
)",5
Gingered Chicken Stir-Fry,593.8,5.6,95.7,35.4,1.4,396.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/54/picbiiEdt.jpg""",0
Szechuan-Style Green Beans,168.4,13.8,8.0,5.3,3.2,2015.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/38/2/picvJaFSP.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/38/2/picUKRQEG.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/38/2/picGjf0wj.jpg"")",0
Curry Tuna Fish Sandwiches,265.7,4.7,26.6,28.6,4.8,1193.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/62/6/picHOxxs5.jpg""",0
Corn Nuggets,424.6,8.1,77.8,14.2,3.9,759.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/02/1/picg1Ku8Z.jpg""",0
Dill Pickle Soup,1675.1,157.9,58.6,15.8,23.1,6014.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/6/pickiIgoc.jpg""",5
Ground Beef & Bacon Stuffed Bell Peppers,555.8,30.9,36.6,33.8,13.2,1062.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/13/4/pic5h1KZ4.jpg""",5
Blueberry Dump Cake,312.7,16.0,41.1,3.0,23.5,355.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/37/picQEEfn7.jpg""",0
Sour Cream Banana Bread,2223.7,36.3,446.6,35.7,229.8,2856.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/90/36/piczIrlfE.jpg""",2
German Chocolate Cake,678.9,36.6,82.0,8.4,55.0,595.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/Zj79mkMwQnKGHOHeqfU0_german-chocolate-cake-1129.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/lzfUhbycQ0ujG85r8cNW_german-chocolate-cake-1133.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/qb4sYGIVQ5WCsXip1UjH_german-chocolate-cake-1112.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/n71zxedSZOHlsBQEwvsR_7BEB88BA-87AD-4671-9370-953B5D8A2109.jpeg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/01475199633.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/01473814068.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/picxkfw7W.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/pic3aycOt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/picDrjGAY.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/picjFtPwX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/pic6Nd1Iz.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/picUbg1vv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/69/picBiheHj.jpg"")",0
Vegetarian Baked Stuffed Red Bell Peppers,423.6,25.5,36.1,14.3,9.1,803.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/9/picrBWj6Y.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/9/picQHo8WM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/9/picjC8vMo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/9/pic33731M.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/9/pickEXqJC.jpg""
)",0
Linguine with White Clam Sauce,1100.2,52.9,96.6,56.7,3.1,702.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/68/picMz0Vvu.jpg""",5
Fair Funnel Cakes,595.0,8.8,106.3,20.5,19.5,575.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/45/kstBv1IQMKnAGv5878zp-facebook_photo.jpg""",0
